# owner<TAB>step-slug<TAB>description
haunt	runbook-retrieval	A04: Local cited runbook retrieval with no-answer handling. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A04 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/runbook_retrieval.py (new); scripts/test_app_runbook_retrieval.py (new); corpus/applications/runbook-retrieval/; runs/applications/runbook-retrieval/; docs/applications/runbook-retrieval.md (new). Next: Read primary precedent [EmbeddingGemma 300M](https://deepmind.google/models/gemma/embeddinggemma/), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_runbook_retrieval.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A04-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-runbook-retrieval	A04-V: Independently verify A04, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A04 and A04-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A04-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_runbook_retrieval.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A04-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	duplicate-incidents	A05: Duplicate issue detection with an abstain result. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A05 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/duplicate_incidents.py (new); scripts/test_app_duplicate_incidents.py (new); corpus/applications/duplicate-incidents/; runs/applications/duplicate-incidents/; docs/applications/duplicate-incidents.md (new). Next: Read primary precedent [EmbeddingGemma; application hypothesis](https://deepmind.google/models/gemma/embeddinggemma/), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_duplicate_incidents.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A05-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-duplicate-incidents	A05-V: Independently verify A05, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A05 and A05-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A05-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_duplicate_incidents.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A05-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	redaction-assistance	A07: PII highlighting with explicit residual-risk reporting. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A07 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/redaction_assistance.py (new); scripts/test_app_redaction_assistance.py (new); corpus/applications/redaction-assistance/; runs/applications/redaction-assistance/; docs/applications/redaction-assistance.md (new). Next: Read primary precedent [GLiNER2-PII preprint](https://arxiv.org/abs/2605.09973), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_redaction_assistance.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A07-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-redaction-assistance	A07-V: Independently verify A07, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A07 and A07-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A07-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_redaction_assistance.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A07-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	noisy-text-correction	A08: Domain OCR/typing correction with protected fields. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A08 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/noisy_text_correction.py (new); scripts/test_app_noisy_text_correction.py (new); corpus/applications/noisy-text-correction/; runs/applications/noisy-text-correction/; docs/applications/noisy-text-correction.md (new). Next: Read primary precedent [ByT5 paper](https://arxiv.org/abs/2105.13626), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_noisy_text_correction.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A08-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-noisy-text-correction	A08-V: Independently verify A08, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A08 and A08-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A08-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_noisy_text_correction.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A08-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	transliteration	A09: One bounded transliteration/diacritic-restoration task. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A09 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/transliteration.py (new); scripts/test_app_transliteration.py (new); corpus/applications/transliteration/; runs/applications/transliteration/; docs/applications/transliteration.md (new). Next: Read primary precedent [ByT5 paper](https://arxiv.org/abs/2105.13626), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_transliteration.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A09-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-transliteration	A09-V: Independently verify A09, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A09 and A09-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A09-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_transliteration.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A09-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	simulator-actions	A10: Natural-language actions in a deterministic toy world. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A10 AND Global execution and verification rules. Dependencies: A00 verified; C02-C08 and S01-S05 verified before any model scores; reuse common study runner/schema Files: scripts/applications/simulator_actions.py (new); scripts/test_app_simulator_actions.py (new); corpus/applications/simulator-actions/; runs/applications/simulator-actions/; docs/applications/simulator-actions.md (new). Next: Read primary precedent [FunctionGemma TinyGarden](https://deepmind.google/models/gemma/functiongemma/), pin available model/tokenizer revisions and record license/provenance. Its existence supports feasibility; Tiny Fleet benefit remains a hypothesis. Check: rtk proxy .venv/bin/python scripts/test_app_simulator_actions.py. Closure: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/A10-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-simulator-actions	A10-V: Independently verify A10, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section A10 and A10-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/A10-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_app_simulator_actions.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Tests, source manifests, baseline raw outputs and justified pilot/no-go artifact exist; numerical gate above is evaluated with uncertainty. vpn repeats scoring and checks unseen negative cases. Write /home/mesh-home/tiny-fleet/docs/task-receipts/A10-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
